protein	null_type	permutation	spearman
DBP001	position_preserving_shuffle	2409	0.30910931174089074
DBP001	position_preserving_shuffle	2410	0.2991902834008097
DBP001	position_preserving_shuffle	2411	0.24473684210526317
DBP001	position_preserving_shuffle	2412	0.3637651821862348
DBP001	position_preserving_shuffle	2413	0.22955465587044535
DBP001	position_preserving_shuffle	2414	0.19898785425101218
DBP001	position_preserving_shuffle	2415	0.2629554655870445
DBP001	position_preserving_shuffle	2416	0.33137651821862346
DBP001	position_preserving_shuffle	2417	0.18522267206477733
DBP001	position_preserving_shuffle	2418	0.3639676113360324
DBP001	position_preserving_shuffle	2419	0.13137651821862348
DBP001	position_preserving_shuffle	2420	0.17874493927125507
DBP001	position_preserving_shuffle	2421	0.17570850202429153
DBP001	position_preserving_shuffle	2422	0.12044534412955467
DBP001	position_preserving_shuffle	2423	0.21923076923076926
DBP001	position_preserving_shuffle	2424	0.1807692307692308
DBP001	position_preserving_shuffle	2425	0.27712550607287456
DBP001	position_preserving_shuffle	2426	0.21417004048582997
DBP001	position_preserving_shuffle	2427	0.10607287449392713
DBP001	position_preserving_shuffle	2428	0.2738866396761134
DBP001	position_preserving_shuffle	2429	0.2659919028340081
DBP001	position_preserving_shuffle	2430	0.34716599190283404
DBP001	position_preserving_shuffle	2431	0.22186234817813766
DBP001	position_preserving_shuffle	2432	0.29514170040485826
DBP001	position_preserving_shuffle	2433	0.29595141700404864
DBP001	position_preserving_shuffle	2434	0.2176113360323887
DBP001	position_preserving_shuffle	2435	0.27024291497975705
DBP001	position_preserving_shuffle	2436	0.22064777327935223
DBP001	position_preserving_shuffle	2437	0.2076923076923077
DBP001	position_preserving_shuffle	2438	0.2953441295546559
DBP001	position_preserving_shuffle	2439	0.2809716599190284
DBP001	position_preserving_shuffle	2440	0.21295546558704453
DBP001	position_preserving_shuffle	2441	0.18461538461538465
DBP001	position_preserving_shuffle	2442	0.3591093117408907
DBP001	position_preserving_shuffle	2443	0.22348178137651822
DBP001	position_preserving_shuffle	2444	0.2850202429149798
DBP001	position_preserving_shuffle	2445	0.20364372469635628
DBP001	position_preserving_shuffle	2446	0.2382591093117409
DBP001	position_preserving_shuffle	2447	0.301417004048583
DBP001	position_preserving_shuffle	2448	0.19898785425101218
DBP001	position_preserving_shuffle	2449	0.21578947368421053
DBP001	position_preserving_shuffle	2450	0.23076923076923078
DBP001	position_preserving_shuffle	2451	0.2062753036437247
DBP001	position_preserving_shuffle	2452	0.16174089068825911
DBP001	position_preserving_shuffle	2453	0.26619433198380565
DBP001	position_preserving_shuffle	2454	0.23582995951417005
DBP001	position_preserving_shuffle	2455	0.27854251012145753
DBP001	position_preserving_shuffle	2456	0.26093117408906885
DBP001	position_preserving_shuffle	2457	0.19068825910931173
DBP001	position_preserving_shuffle	2458	0.3356275303643725
DBP001	position_preserving_shuffle	2459	0.16214574898785425
DBP001	position_preserving_shuffle	2460	0.1645748987854251
DBP001	position_preserving_shuffle	2461	0.1686234817813765
DBP001	position_preserving_shuffle	2462	0.32064777327935223
DBP001	position_preserving_shuffle	2463	0.2720647773279352
DBP001	position_preserving_shuffle	2464	0.1716599190283401
DBP001	position_preserving_shuffle	2465	0.19190283400809716
DBP001	position_preserving_shuffle	2466	0.18461538461538465
DBP001	position_preserving_shuffle	2467	0.32064777327935223
DBP001	position_preserving_shuffle	2468	0.2757085020242915
DBP001	position_preserving_shuffle	2469	0.31518218623481786
DBP001	position_preserving_shuffle	2470	0.22530364372469636
DBP001	position_preserving_shuffle	2471	0.28016194331983807
DBP001	position_preserving_shuffle	2472	0.24008097165991904
DBP001	position_preserving_shuffle	2473	0.3044534412955465
DBP001	position_preserving_shuffle	2474	0.19514170040485834
DBP001	position_preserving_shuffle	2475	0.2834008097165992
DBP001	position_preserving_shuffle	2476	0.29129554655870443
DBP001	position_preserving_shuffle	2477	0.18522267206477733
DBP001	position_preserving_shuffle	2478	0.24230769230769236
DBP001	position_preserving_shuffle	2479	0.25668016194331983
DBP001	position_preserving_shuffle	2480	0.2726720647773279
DBP001	position_preserving_shuffle	2481	0.2176113360323887
DBP001	position_preserving_shuffle	2482	0.21862348178137653
DBP001	position_preserving_shuffle	2483	0.24008097165991904
DBP001	position_preserving_shuffle	2484	0.26497975708502025
DBP001	position_preserving_shuffle	2485	0.202834008097166
DBP001	position_preserving_shuffle	2486	0.30222672064777334
DBP001	position_preserving_shuffle	2487	0.22125506072874493
DBP001	position_preserving_shuffle	2488	0.16578947368421054
DBP001	position_preserving_shuffle	2489	0.15
DBP001	position_preserving_shuffle	2490	0.13441295546558704
DBP001	position_preserving_shuffle	2491	0.26315789473684215
DBP001	position_preserving_shuffle	2492	0.26538461538461544
DBP001	position_preserving_shuffle	2493	0.23502024291497975
DBP001	position_preserving_shuffle	2494	0.22327935222672063
DBP001	position_preserving_shuffle	2495	0.13906882591093117
DBP001	position_preserving_shuffle	2496	0.21700404858299596
DBP001	position_preserving_shuffle	2497	0.23016194331983805
DBP001	position_preserving_shuffle	2498	0.19574898785425102
DBP001	position_preserving_shuffle	2499	0.28076923076923077
DBP001	position_preserving_shuffle	2500	0.2534412955465587
DBP001	position_preserving_shuffle	2501	0.23421052631578948
DBP001	position_preserving_shuffle	2502	0.3299595141700405
DBP001	position_preserving_shuffle	2503	0.2894736842105263
DBP001	position_preserving_shuffle	2504	0.2396761133603239
DBP001	position_preserving_shuffle	2505	0.3010121457489879
DBP001	position_preserving_shuffle	2506	0.23036437246963565
DBP001	position_preserving_shuffle	2507	0.21902834008097166
DBP001	position_preserving_shuffle	2508	0.2388663967611336
DBP001	position_preserving_shuffle	2509	0.3180161943319838
DBP001	position_preserving_shuffle	2510	0.30121457489878545
DBP001	position_preserving_shuffle	2511	0.17327935222672064
DBP001	position_preserving_shuffle	2512	0.19595141700404858
DBP001	position_preserving_shuffle	2513	0.28765182186234817
DBP001	position_preserving_shuffle	2514	0.16396761133603238
DBP001	position_preserving_shuffle	2515	0.31923076923076926
DBP001	position_preserving_shuffle	2516	0.15040485829959513
DBP001	position_preserving_shuffle	2517	0.17813765182186236
DBP001	position_preserving_shuffle	2518	0.32611336032388666
DBP001	position_preserving_shuffle	2519	0.2753036437246964
DBP001	position_preserving_shuffle	2520	0.24230769230769236
DBP001	position_preserving_shuffle	2521	0.20931174089068827
DBP001	position_preserving_shuffle	2522	0.27408906882591094
DBP001	position_preserving_shuffle	2523	0.3319838056680162
DBP001	position_preserving_shuffle	2524	0.2993927125506073
DBP001	position_preserving_shuffle	2525	0.2040485829959514
DBP001	position_preserving_shuffle	2526	0.3431174089068826
DBP001	position_preserving_shuffle	2527	0.2704453441295547
DBP001	position_preserving_shuffle	2528	0.27105263157894743
DBP001	position_preserving_shuffle	2529	0.32044534412955467
DBP001	position_preserving_shuffle	2530	0.11477732793522268
DBP001	position_preserving_shuffle	2531	0.18178137651821866
DBP001	position_preserving_shuffle	2532	0.2257085020242915
DBP001	position_preserving_shuffle	2533	0.32145748987854256
DBP001	position_preserving_shuffle	2534	0.40668016194331985
DBP001	position_preserving_shuffle	2535	0.20850202429149797
DBP001	position_preserving_shuffle	2536	0.38218623481781383
DBP001	position_preserving_shuffle	2537	0.20161943319838058
DBP001	position_preserving_shuffle	2538	0.22368421052631582
DBP001	position_preserving_shuffle	2539	0.2097165991902834
DBP001	position_preserving_shuffle	2540	0.39534412955465587
DBP001	position_preserving_shuffle	2541	0.23643724696356277
DBP001	position_preserving_shuffle	2542	0.24129554655870447
DBP001	position_preserving_shuffle	2543	0.21700404858299596
DBP001	position_preserving_shuffle	2544	0.19372469635627532
DBP001	position_preserving_shuffle	2545	0.21497975708502026
DBP001	position_preserving_shuffle	2546	0.1799595141700405
DBP001	position_preserving_shuffle	2547	0.31720647773279353
DBP001	position_preserving_shuffle	2548	0.27672064777327937
DBP001	position_preserving_shuffle	2549	0.31821862348178137
DBP001	position_preserving_shuffle	2550	0.30465587044534415
DBP001	position_preserving_shuffle	2551	0.2603238866396761
DBP001	position_preserving_shuffle	2552	0.259919028340081
DBP001	position_preserving_shuffle	2553	0.28724696356275303
DBP001	position_preserving_shuffle	2554	0.25263157894736843
DBP001	position_preserving_shuffle	2555	0.18846153846153849
DBP001	position_preserving_shuffle	2556	0.2919028340080972
DBP001	position_preserving_shuffle	2557	0.21680161943319837
DBP001	position_preserving_shuffle	2558	0.21437246963562756
DBP001	position_preserving_shuffle	2559	0.1751012145748988
DBP001	position_preserving_shuffle	2560	0.12813765182186235
DBP001	position_preserving_shuffle	2561	0.29433198380566805
DBP001	position_preserving_shuffle	2562	0.20829959514170043
DBP001	position_preserving_shuffle	2563	0.27712550607287456
DBP001	position_preserving_shuffle	2564	0.24959514170040487
DBP001	position_preserving_shuffle	2565	0.2593117408906883
DBP001	position_preserving_shuffle	2566	0.2546558704453441
DBP001	position_preserving_shuffle	2567	0.20870445344129557
DBP001	position_preserving_shuffle	2568	0.1686234817813765
DBP001	position_preserving_shuffle	2569	0.16052631578947368
DBP001	position_preserving_shuffle	2570	0.2578947368421053
DBP001	position_preserving_shuffle	2571	0.27489878542510127
DBP001	position_preserving_shuffle	2572	0.19878542510121458
DBP001	position_preserving_shuffle	2573	0.22550607287449395
DBP001	position_preserving_shuffle	2574	0.23643724696356277
DBP001	position_preserving_shuffle	2575	0.28036437246963564
DBP001	position_preserving_shuffle	2576	0.2657894736842105
DBP001	position_preserving_shuffle	2577	0.16923076923076924
DBP001	position_preserving_shuffle	2578	0.20809716599190284
DBP001	position_preserving_shuffle	2579	0.19615384615384618
DBP001	position_preserving_shuffle	2580	0.16356275303643728
DBP001	position_preserving_shuffle	2581	0.26052631578947366
DBP001	position_preserving_shuffle	2582	0.3078947368421053
DBP001	position_preserving_shuffle	2583	0.267004048582996
DBP001	position_preserving_shuffle	2584	0.20526315789473684
DBP001	position_preserving_shuffle	2585	0.17206477732793524
DBP001	position_preserving_shuffle	2586	0.2635627530364373
DBP001	position_preserving_shuffle	2587	0.19251012145748989
DBP001	position_preserving_shuffle	2588	0.25485829959514167
DBP001	position_preserving_shuffle	2589	0.19534412955465588
DBP001	position_preserving_shuffle	2590	0.19534412955465588
DBP001	position_preserving_shuffle	2591	0.254251012145749
DBP001	position_preserving_shuffle	2592	0.2222672064777328
DBP001	position_preserving_shuffle	2593	0.2576923076923077
DBP001	position_preserving_shuffle	2594	0.305668016194332
DBP001	position_preserving_shuffle	2595	0.1396761133603239
DBP001	position_preserving_shuffle	2596	0.2607287449392713
DBP001	position_preserving_shuffle	2597	0.2904858299595142
DBP001	position_preserving_shuffle	2598	0.2595141700404858
DBP001	position_preserving_shuffle	2599	0.3
DBP001	position_preserving_shuffle	2600	0.2674089068825911
DBP001	position_preserving_shuffle	2601	0.2607287449392713
DBP001	position_preserving_shuffle	2602	0.31882591093117413
DBP001	position_preserving_shuffle	2603	0.21518218623481783
DBP001	position_preserving_shuffle	2604	0.27894736842105267
DBP001	position_preserving_shuffle	2605	0.11538461538461539
DBP001	position_preserving_shuffle	2606	0.3331983805668016
DBP001	position_preserving_shuffle	2607	0.2368421052631579
DBP001	position_preserving_shuffle	2608	0.26720647773279355
DBP001	position_preserving_shuffle	2609	0.39129554655870447
DBP001	position_preserving_shuffle	2610	0.22348178137651822
DBP001	position_preserving_shuffle	2611	0.18056680161943323
DBP001	position_preserving_shuffle	2612	0.20364372469635628
DBP001	position_preserving_shuffle	2613	0.23380566801619432
DBP001	position_preserving_shuffle	2614	0.22004048582995955
DBP001	position_preserving_shuffle	2615	0.24493927125506076
DBP001	position_preserving_shuffle	2616	0.23866396761133604
DBP001	position_preserving_shuffle	2617	0.3348178137651822
DBP001	position_preserving_shuffle	2618	0.23279352226720648
DBP001	position_preserving_shuffle	2619	0.34433198380566804
DBP001	position_preserving_shuffle	2620	0.19271255060728745
DBP001	position_preserving_shuffle	2621	0.16700404858299597
DBP001	position_preserving_shuffle	2622	0.29210526315789476
DBP001	position_preserving_shuffle	2623	0.27469635627530364
DBP001	position_preserving_shuffle	2624	0.23036437246963565
DBP001	position_preserving_shuffle	2625	0.3263157894736842
DBP001	position_preserving_shuffle	2626	0.2941295546558705
DBP001	position_preserving_shuffle	2627	0.21781376518218623
DBP001	position_preserving_shuffle	2628	0.22287449392712555
DBP001	position_preserving_shuffle	2629	0.2983805668016195
DBP001	position_preserving_shuffle	2630	0.4139676113360324
DBP001	position_preserving_shuffle	2631	0.301417004048583
DBP001	position_preserving_shuffle	2632	0.2293522267206478
DBP001	position_preserving_shuffle	2633	0.31295546558704457
DBP001	position_preserving_shuffle	2634	0.14068825910931174
DBP001	position_preserving_shuffle	2635	0.36275303643724693
DBP001	position_preserving_shuffle	2636	0.1730769230769231
DBP001	position_preserving_shuffle	2637	0.22408906882591093
DBP001	position_preserving_shuffle	2638	0.31396761133603235
DBP001	position_preserving_shuffle	2639	0.2601214574898785
DBP001	position_preserving_shuffle	2640	0.2805668016194332
DBP001	position_preserving_shuffle	2641	0.21963562753036436
DBP001	position_preserving_shuffle	2642	0.25323886639676113
DBP001	position_preserving_shuffle	2643	0.2536437246963563
DBP001	position_preserving_shuffle	2644	0.18582995951417003
DBP001	position_preserving_shuffle	2645	0.24554655870445344
DBP001	position_preserving_shuffle	2646	0.26538461538461544
DBP001	position_preserving_shuffle	2647	0.2147773279352227
DBP001	position_preserving_shuffle	2648	0.152834008097166
DBP001	position_preserving_shuffle	2649	0.1965587044534413
DBP001	position_preserving_shuffle	2650	0.24008097165991904
DBP001	position_preserving_shuffle	2651	0.2625506072874494
DBP001	position_preserving_shuffle	2652	0.2504048582995952
DBP001	position_preserving_shuffle	2653	0.21700404858299596
DBP001	position_preserving_shuffle	2654	0.32064777327935223
DBP001	position_preserving_shuffle	2655	0.3672064777327936
DBP001	position_preserving_shuffle	2656	0.3700404858299596
DBP001	position_preserving_shuffle	2657	0.10404858299595142
DBP001	position_preserving_shuffle	2658	0.2720647773279352
DBP001	position_preserving_shuffle	2659	0.29473684210526313
DBP001	position_preserving_shuffle	2660	0.207085020242915
DBP001	position_preserving_shuffle	2661	0.36275303643724693
DBP001	position_preserving_shuffle	2662	0.2182186234817814
DBP001	position_preserving_shuffle	2663	0.14838056680161943
DBP001	position_preserving_shuffle	2664	0.2481781376518219
DBP001	position_preserving_shuffle	2665	0.3734817813765182
DBP001	position_preserving_shuffle	2666	0.3137651821862349
DBP001	position_preserving_shuffle	2667	0.33137651821862346
DBP001	position_preserving_shuffle	2668	0.1765182186234818
DBP001	position_preserving_shuffle	2669	0.22186234817813766
DBP001	position_preserving_shuffle	2670	0.27854251012145753
DBP001	position_preserving_shuffle	2671	0.3002024291497976
DBP001	position_preserving_shuffle	2672	0.20303643724696357
DBP001	position_preserving_shuffle	2673	0.22165991902834012
DBP001	position_preserving_shuffle	2674	0.298582995951417
DBP001	position_preserving_shuffle	2675	0.20263157894736844
DBP001	position_preserving_shuffle	2676	0.28360323886639677
DBP001	position_preserving_shuffle	2677	0.3133603238866397
DBP001	position_preserving_shuffle	2678	0.20506072874493927
DBP001	position_preserving_shuffle	2679	0.241497975708502
DBP001	position_preserving_shuffle	2680	0.2147773279352227
DBP001	position_preserving_shuffle	2681	0.2147773279352227
DBP001	position_preserving_shuffle	2682	0.14757085020242913
DBP001	position_preserving_shuffle	2683	0.30080971659919026
DBP001	position_preserving_shuffle	2684	0.2619433198380567
DBP001	position_preserving_shuffle	2685	0.318421052631579
DBP001	position_preserving_shuffle	2686	0.1825910931174089
DBP001	position_preserving_shuffle	2687	0.22287449392712555
DBP001	position_preserving_shuffle	2688	0.23178137651821862
DBP001	position_preserving_shuffle	2689	0.28866396761133606
DBP001	position_preserving_shuffle	2690	0.3311740890688259
DBP001	position_preserving_shuffle	2691	0.2560728744939272
DBP001	position_preserving_shuffle	2692	0.2874493927125506
DBP001	position_preserving_shuffle	2693	0.26052631578947366
DBP001	position_preserving_shuffle	2694	0.21093117408906883
DBP001	position_preserving_shuffle	2695	0.22368421052631582
DBP001	position_preserving_shuffle	2696	0.12651821862348178
DBP001	position_preserving_shuffle	2697	0.2651821862348178
DBP001	position_preserving_shuffle	2698	0.24190283400809717
DBP001	position_preserving_shuffle	2699	0.36578947368421055
DBP001	position_preserving_shuffle	2700	0.1653846153846154
DBP001	position_preserving_shuffle	2701	0.17732793522267204
DBP001	position_preserving_shuffle	2702	0.2896761133603239
DBP001	position_preserving_shuffle	2703	0.19817813765182188
DBP001	position_preserving_shuffle	2704	0.2293522267206478
DBP001	position_preserving_shuffle	2705	0.1305668016194332
DBP001	position_preserving_shuffle	2706	0.2757085020242915
DBP001	position_preserving_shuffle	2707	0.19514170040485834
DBP001	position_preserving_shuffle	2708	0.3230769230769231
DBP001	position_preserving_shuffle	2709	0.3062753036437247
DBP001	position_preserving_shuffle	2710	0.23178137651821862
DBP001	position_preserving_shuffle	2711	0.22651821862348182
DBP001	position_preserving_shuffle	2712	0.21072874493927127
DBP001	position_preserving_shuffle	2713	0.16578947368421054
DBP001	position_preserving_shuffle	2714	0.2210526315789474
DBP001	position_preserving_shuffle	2715	0.2856275303643725
DBP001	position_preserving_shuffle	2716	0.23218623481781375
DBP001	position_preserving_shuffle	2717	0.28319838056680163
DBP001	position_preserving_shuffle	2718	0.201417004048583
DBP001	position_preserving_shuffle	2719	0.32206477732793526
DBP001	position_preserving_shuffle	2720	0.2202429149797571
DBP001	position_preserving_shuffle	2721	0.29473684210526313
DBP001	position_preserving_shuffle	2722	0.17327935222672064
DBP001	position_preserving_shuffle	2723	0.3222672064777328
DBP001	position_preserving_shuffle	2724	0.3026315789473684
DBP001	position_preserving_shuffle	2725	0.2720647773279352
DBP001	position_preserving_shuffle	2726	0.23663967611336031
DBP001	position_preserving_shuffle	2727	0.21497975708502026
DBP001	position_preserving_shuffle	2728	0.19838056680161942
DBP001	position_preserving_shuffle	2729	0.21497975708502026
DBP001	position_preserving_shuffle	2730	0.10506072874493927
DBP001	position_preserving_shuffle	2731	0.21680161943319837
DBP001	position_preserving_shuffle	2732	0.13421052631578947
DBP001	position_preserving_shuffle	2733	0.16558704453441295
DBP001	position_preserving_shuffle	2734	0.34210526315789475
DBP001	position_preserving_shuffle	2735	0.22975708502024292
DBP001	position_preserving_shuffle	2736	0.24655870445344133
DBP001	position_preserving_shuffle	2737	0.2204453441295547
DBP001	position_preserving_shuffle	2738	0.2504048582995952
DBP001	position_preserving_shuffle	2739	0.34271255060728745
DBP001	position_preserving_shuffle	2740	0.3251012145748988
DBP001	position_preserving_shuffle	2741	0.19777327935222674
DBP001	position_preserving_shuffle	2742	0.244331983805668
DBP001	position_preserving_shuffle	2743	0.16963562753036437
DBP001	position_preserving_shuffle	2744	0.31437246963562754
DBP001	position_preserving_shuffle	2745	0.22429149797570852
DBP001	position_preserving_shuffle	2746	0.19493927125506075
DBP001	position_preserving_shuffle	2747	0.1271255060728745
DBP001	position_preserving_shuffle	2748	0.1682186234817814
DBP001	position_preserving_shuffle	2749	0.22489878542510125
DBP001	position_preserving_shuffle	2750	0.3532388663967611
DBP001	position_preserving_shuffle	2751	0.2787449392712551
DBP001	position_preserving_shuffle	2752	0.3700404858299596
DBP001	position_preserving_shuffle	2753	0.2969635627530364
DBP001	position_preserving_shuffle	2754	0.15445344129554656
DBP001	position_preserving_shuffle	2755	0.2840080971659919
DBP001	position_preserving_shuffle	2756	0.30202429149797577
DBP001	position_preserving_shuffle	2757	0.20506072874493927
DBP001	position_preserving_shuffle	2758	0.2257085020242915
DBP001	position_preserving_shuffle	2759	0.2676113360323887
DBP001	position_preserving_shuffle	2760	0.19190283400809716
DBP001	position_preserving_shuffle	2761	0.25647773279352226
DBP001	position_preserving_shuffle	2762	0.1821862348178138
DBP001	position_preserving_shuffle	2763	0.16639676113360324
DBP001	position_preserving_shuffle	2764	0.2396761133603239
DBP001	position_preserving_shuffle	2765	0.20101214574898787
DBP001	position_preserving_shuffle	2766	0.21032388663967613
DBP001	position_preserving_shuffle	2767	0.30769230769230776
DBP001	position_preserving_shuffle	2768	0.2469635627530364
DBP001	position_preserving_shuffle	2769	0.18886639676113362
DBP001	position_preserving_shuffle	2770	0.32044534412955467
DBP001	position_preserving_shuffle	2771	0.19331983805668018
DBP001	position_preserving_shuffle	2772	0.25485829959514167
DBP001	position_preserving_shuffle	2773	0.2459514170040486
DBP001	position_preserving_shuffle	2774	0.3186234817813765
DBP001	position_preserving_shuffle	2775	0.2396761133603239
DBP001	position_preserving_shuffle	2776	0.20303643724696357
DBP001	position_preserving_shuffle	2777	0.25708502024291496
DBP001	position_preserving_shuffle	2778	0.3265182186234818
DBP001	position_preserving_shuffle	2779	0.22955465587044535
DBP001	position_preserving_shuffle	2780	0.18987854251012146
DBP001	position_preserving_shuffle	2781	0.3582995951417004
DBP001	position_preserving_shuffle	2782	0.23380566801619432
DBP001	position_preserving_shuffle	2783	0.22672064777327938
DBP001	position_preserving_shuffle	2784	0.2793522267206478
DBP001	position_preserving_shuffle	2785	0.12550607287449392
DBP001	position_preserving_shuffle	2786	0.19574898785425102
DBP001	position_preserving_shuffle	2787	0.3329959514170041
DBP001	position_preserving_shuffle	2788	0.31639676113360327
DBP001	position_preserving_shuffle	2789	0.2755060728744939
DBP001	position_preserving_shuffle	2790	0.31943319838056683
DBP001	position_preserving_shuffle	2791	0.35769230769230775
DBP001	position_preserving_shuffle	2792	0.2874493927125506
DBP001	position_preserving_shuffle	2793	0.2591093117408907
DBP001	position_preserving_shuffle	2794	0.21963562753036436
DBP001	position_preserving_shuffle	2795	0.10951417004048583
DBP001	position_preserving_shuffle	2796	0.19959514170040485
DBP001	position_preserving_shuffle	2797	0.2431174089068826
DBP001	position_preserving_shuffle	2798	0.27408906882591094
DBP001	position_preserving_shuffle	2799	0.1896761133603239
DBP001	position_preserving_shuffle	2800	0.1917004048582996
DBP001	position_preserving_shuffle	2801	0.18016194331983804
DBP001	position_preserving_shuffle	2802	0.13502024291497977
DBP001	position_preserving_shuffle	2803	0.23623481781376518
DBP001	position_preserving_shuffle	2804	0.24392712550607287
DBP001	position_preserving_shuffle	2805	0.19251012145748989
DBP001	position_preserving_shuffle	2806	0.3344129554655871
DBP001	position_preserving_shuffle	2807	0.32955465587044536
DBP001	position_preserving_shuffle	2808	0.18036437246963563
DBP001	position_preserving_shuffle	2809	0.2040485829959514
DBP001	position_preserving_shuffle	2810	0.21012145748987854
DBP001	position_preserving_shuffle	2811	0.22449392712550606
DBP001	position_preserving_shuffle	2812	0.1631578947368421
DBP001	position_preserving_shuffle	2813	0.3836032388663968
DBP001	position_preserving_shuffle	2814	0.21133603238866397
DBP001	position_preserving_shuffle	2815	0.21437246963562756
DBP001	position_preserving_shuffle	2816	0.2348178137651822
DBP001	position_preserving_shuffle	2817	0.23643724696356277
DBP001	position_preserving_shuffle	2818	0.3285425101214575
DBP001	position_preserving_shuffle	2819	0.24919028340080973
DBP001	position_preserving_shuffle	2820	0.22165991902834012
DBP001	position_preserving_shuffle	2821	0.2382591093117409
DBP001	position_preserving_shuffle	2822	0.1688259109311741
DBP001	position_preserving_shuffle	2823	0.36174089068825915
DBP001	position_preserving_shuffle	2824	0.28117408906882596
DBP001	position_preserving_shuffle	2825	0.2319838056680162
DBP001	position_preserving_shuffle	2826	0.2119433198380567
DBP001	position_preserving_shuffle	2827	0.207085020242915
DBP001	position_preserving_shuffle	2828	0.16983805668016194
DBP001	position_preserving_shuffle	2829	0.28765182186234817
DBP001	position_preserving_shuffle	2830	0.25445344129554653
DBP001	position_preserving_shuffle	2831	0.22914979757085022
DBP001	position_preserving_shuffle	2832	0.1825910931174089
DBP001	position_preserving_shuffle	2833	0.19919028340080971
DBP001	position_preserving_shuffle	2834	0.1362348178137652
DBP001	position_preserving_shuffle	2835	0.205668016194332
DBP001	position_preserving_shuffle	2836	0.3619433198380567
DBP001	position_preserving_shuffle	2837	0.34797570850202436
DBP001	position_preserving_shuffle	2838	0.258502024291498
DBP001	position_preserving_shuffle	2839	0.1821862348178138
DBP001	position_preserving_shuffle	2840	0.23461538461538461
DBP001	position_preserving_shuffle	2841	0.14149797570850203
DBP001	position_preserving_shuffle	2842	0.30182186234817815
DBP001	position_preserving_shuffle	2843	0.1562753036437247
DBP001	position_preserving_shuffle	2844	0.10526315789473685
DBP001	position_preserving_shuffle	2845	0.259919028340081
DBP001	position_preserving_shuffle	2846	0.08846153846153848
DBP001	position_preserving_shuffle	2847	0.28238866396761136
DBP001	position_preserving_shuffle	2848	0.22995951417004049
DBP001	position_preserving_shuffle	2849	0.23117408906882592
DBP001	position_preserving_shuffle	2850	0.20020242914979758
DBP001	position_preserving_shuffle	2851	0.21963562753036436
DBP001	position_preserving_shuffle	2852	0.2629554655870445
DBP001	position_preserving_shuffle	2853	0.2878542510121458
DBP001	position_preserving_shuffle	2854	0.1967611336032389
DBP001	position_preserving_shuffle	2855	0.3068825910931174
DBP001	position_preserving_shuffle	2856	0.29129554655870443
DBP001	position_preserving_shuffle	2857	0.24838056680161946
DBP001	position_preserving_shuffle	2858	0.25303643724696356
DBP001	position_preserving_shuffle	2859	0.31821862348178137
DBP001	position_preserving_shuffle	2860	0.2382591093117409
DBP001	position_preserving_shuffle	2861	0.30080971659919026
DBP001	position_preserving_shuffle	2862	0.2809716599190284
DBP001	position_preserving_shuffle	2863	0.2382591093117409
DBP001	position_preserving_shuffle	2864	0.41012145748987855
DBP001	position_preserving_shuffle	2865	0.2981781376518219
DBP001	position_preserving_shuffle	2866	0.22672064777327938
DBP001	position_preserving_shuffle	2867	0.19210526315789475
DBP001	position_preserving_shuffle	2868	0.1674089068825911
DBP001	position_preserving_shuffle	2869	0.2202429149797571
DBP001	position_preserving_shuffle	2870	0.22611336032388663
DBP001	position_preserving_shuffle	2871	0.3050607287449393
DBP001	position_preserving_shuffle	2872	0.32712550607287455
DBP001	position_preserving_shuffle	2873	0.3048582995951417
DBP001	position_preserving_shuffle	2874	0.28704453441295547
DBP001	position_preserving_shuffle	2875	0.23582995951417005
DBP001	position_preserving_shuffle	2876	0.307085020242915
DBP001	position_preserving_shuffle	2877	0.1702429149797571
DBP001	position_preserving_shuffle	2878	0.22530364372469636
DBP001	position_preserving_shuffle	2879	0.22267206477732795
DBP001	position_preserving_shuffle	2880	0.24048582995951417
DBP001	position_preserving_shuffle	2881	0.21417004048582997
DBP001	position_preserving_shuffle	2882	0.1459514170040486
DBP001	position_preserving_shuffle	2883	0.3354251012145749
DBP001	position_preserving_shuffle	2884	0.24878542510121457
DBP001	position_preserving_shuffle	2885	0.22874493927125508
DBP001	position_preserving_shuffle	2886	0.2819838056680162
DBP001	position_preserving_shuffle	2887	0.16052631578947368
DBP001	position_preserving_shuffle	2888	0.1396761133603239
DBP001	position_preserving_shuffle	2889	0.2133603238866397
DBP001	position_preserving_shuffle	2890	0.27145748987854257
DBP001	position_preserving_shuffle	2891	0.18846153846153849
DBP001	position_preserving_shuffle	2892	0.3058704453441296
DBP001	position_preserving_shuffle	2893	0.2617408906882592
DBP001	position_preserving_shuffle	2894	0.3111336032388664
DBP001	position_preserving_shuffle	2895	0.17834008097165993
DBP001	position_preserving_shuffle	2896	0.19736842105263158
DBP001	position_preserving_shuffle	2897	0.3746963562753037
DBP001	position_preserving_shuffle	2898	0.2410931174089069
DBP001	position_preserving_shuffle	2899	0.2469635627530364
DBP001	position_preserving_shuffle	2900	0.21882591093117412
DBP001	position_preserving_shuffle	2901	0.14493927125506073
DBP001	position_preserving_shuffle	2902	0.19574898785425102
DBP001	position_preserving_shuffle	2903	0.1481781376518219
DBP001	position_preserving_shuffle	2904	0.24129554655870447
DBP001	position_preserving_shuffle	2905	0.2595141700404858
DBP001	position_preserving_shuffle	2906	0.2473684210526316
DBP001	position_preserving_shuffle	2907	0.38238866396761134
DBP001	position_preserving_shuffle	2908	0.18056680161943323
