protein_id,left_index,right_index,left_score,right_score,difficulty,protocol
DBP1,6977,909,-0.120625,-0.12051,hard,D4096
DBP1,6977,2218,-0.120625,-0.120715,hard,D4096
DBP1,8045,608,-0.109335,-0.109295,hard,D4096
DBP1,6191,6639,-0.160985,-0.160835,hard,D4096
DBP1,925,2686,0.373115,0.37534,hard,D4096
DBP1,925,6931,0.373115,0.367485,hard,D4096
DBP1,5314,3675,-0.025050000000000003,-0.02504,hard,D4096
DBP1,930,1575,-0.0011450000000000002,-0.001125000000000001,hard,D4096
DBP1,3091,7863,0.129085,0.129115,hard,D4096
DBP1,6793,2903,-0.067105,-0.0672,hard,D4096
DBP1,434,4878,-0.012334999999999999,-0.012399999999999998,hard,D4096
DBP1,3826,3454,0.10195499999999999,0.10198499999999999,hard,D4096
DBP1,3826,918,0.10195499999999999,0.10175999999999999,hard,D4096
DBP1,3079,5565,0.027290000000000002,0.02733,hard,D4096
DBP1,5453,1473,-0.12821500000000002,-0.128225,hard,D4096
DBP1,6031,4359,0.0010149999999999994,0.0010299999999999962,hard,D4096
DBP1,3870,2453,-0.11265,-0.11262,hard,D4096
DBP1,2230,5818,-0.07184499999999999,-0.07189,hard,D4096
DBP1,8081,7890,0.24856499999999998,0.246185,hard,D4096
DBP1,6219,4537,-0.27493500000000004,-0.27429499999999996,hard,D4096
DBP1,2550,1514,-0.024955000000000005,-0.024925,hard,D4096
DBP1,2550,831,-0.024955000000000005,-0.025015,hard,D4096
DBP1,6570,5958,0.262355,0.263085,hard,D4096
DBP1,7333,2633,0.42663,0.43391,hard,D4096
DBP1,4567,4518,-0.07897,-0.07904,hard,D4096
DBP1,1960,2545,0.08857,0.08862500000000001,hard,D4096
DBP1,7780,7253,-0.02952,-0.029495,hard,D4096
DBP1,7780,6894,-0.02952,-0.029545000000000002,hard,D4096
DBP1,5873,3624,0.052070000000000005,0.05209,hard,D4096
DBP1,6536,3939,0.036665,0.036684999999999995,hard,D4096
DBP1,6536,1873,0.036665,0.036585,hard,D4096
DBP1,7894,183,0.06076,0.06083,hard,D4096
DBP1,3380,4211,0.19835999999999998,0.19852,hard,D4096
DBP1,4871,6742,0.047255,0.047245,hard,D4096
DBP1,1440,5798,-0.07139000000000001,-0.07141,hard,D4096
DBP1,2185,7512,0.12332499999999999,0.123415,hard,D4096
DBP1,2185,6278,0.12332499999999999,0.12312,hard,D4096
DBP1,8053,816,0.045925,0.04597,hard,D4096
DBP1,1885,6784,-0.05187,-0.051845,hard,D4096
DBP1,1885,895,-0.05187,-0.0519,hard,D4096
DBP1,6650,833,-0.096825,-0.09679,hard,D4096
DBP1,5934,2774,0.03589,0.0359,hard,D4096
DBP1,5934,6583,0.03589,0.035865,hard,D4096
DBP1,8149,1343,0.068775,0.06878,hard,D4096
DBP1,8149,2100,0.068775,0.068755,hard,D4096
DBP1,6037,5517,0.046035000000000006,0.046079999999999996,hard,D4096
DBP1,719,3465,-0.053654999999999994,-0.053559999999999997,hard,D4096
DBP1,719,6326,-0.053654999999999994,-0.053665000000000004,hard,D4096
DBP1,7327,3596,-0.05051,-0.050460000000000005,hard,D4096
DBP1,7327,7273,-0.05051,-0.050519999999999995,hard,D4096
DBP1,1299,5826,-0.03532,-0.035275,hard,D4096
DBP1,3051,7786,0.12413499999999998,0.12412,hard,D4096
DBP1,5071,6051,0.045075,0.04508,hard,D4096
DBP1,2772,4594,-0.130955,-0.13095,hard,D4096
DBP1,2772,2083,-0.130955,-0.131,hard,D4096
DBP1,647,2682,-0.000455000000000004,-0.00045000000000000075,hard,D4096
DBP1,8079,2923,0.12648500000000001,0.12651,hard,D4096
DBP1,2269,6568,-0.04749,-0.047475,hard,D4096
DBP1,2269,2223,-0.04749,-0.047535,hard,D4096
DBP1,3459,275,-0.045515,-0.04548,hard,D4096
DBP1,2599,327,-0.07513,-0.075155,hard,D4096
DBP1,6792,377,-0.06256,-0.062515,hard,D4096
DBP1,7800,6667,0.029385,0.029394999999999998,hard,D4096
DBP1,912,8009,-0.03284,-0.0327,hard,D4096
DBP1,3962,4536,-0.084565,-0.08455499999999999,hard,D4096
DBP1,919,5680,0.017335,0.017395,hard,D4096
DBP1,5647,6498,0.038525,0.038655,hard,D4096
DBP1,2620,6142,0.009690000000000004,0.009725000000000001,hard,D4096
DBP1,2620,4256,0.009690000000000004,0.009685,hard,D4096
DBP1,1950,6064,-0.071045,-0.071065,hard,D4096
DBP1,7172,6787,-0.09668,-0.09662499999999999,hard,D4096
DBP1,7172,1029,-0.09668,-0.096705,hard,D4096
DBP1,2948,1051,0.12298500000000001,0.12303,hard,D4096
DBP1,5827,5512,-0.172255,-0.17239500000000002,hard,D4096
DBP1,3548,4544,-0.09581,-0.09579,hard,D4096
DBP1,4843,3090,-0.02361,-0.023594999999999998,hard,D4096
DBP1,4821,2271,-0.07565000000000001,-0.075645,hard,D4096
DBP1,7276,2577,0.048089999999999994,0.048130000000000006,hard,D4096
DBP1,7484,4550,0.039850000000000003,0.039755,hard,D4096
DBP1,2567,6669,-0.24049,-0.24052,hard,D4096
DBP1,4516,5091,-0.11645,-0.11638500000000002,hard,D4096
DBP1,8163,3123,0.01268,0.012645,hard,D4096
DBP1,7060,7220,-0.08166,-0.081645,hard,D4096
DBP1,7060,5330,-0.08166,-0.081665,hard,D4096
DBP1,407,6994,0.043795,0.04382,hard,D4096
DBP1,3895,5004,0.002590000000000002,0.00262,hard,D4096
DBP1,7790,7559,-0.055305,-0.055295,hard,D4096
DBP1,8016,1843,-0.010995000000000001,-0.01095,hard,D4096
DBP1,8016,7762,-0.010995000000000001,-0.01103,hard,D4096
DBP1,462,6339,-0.018319999999999996,-0.018309999999999996,hard,D4096
DBP1,512,4548,-0.007525,-0.00749,hard,D4096
DBP1,512,5909,-0.007525,-0.00753,hard,D4096
DBP1,7549,3355,0.473255,0.47269,hard,D4096
DBP1,209,3302,0.071335,0.071375,hard,D4096
DBP1,995,2794,0.16525499999999999,0.165295,hard,D4096
DBP1,2181,7396,0.09937,0.09935999999999999,hard,D4096
DBP1,2736,2159,0.106435,0.10646,hard,D4096
DBP1,5854,7224,-0.05071,-0.050699999999999995,hard,D4096
DBP1,4501,2339,-0.14101,-0.140955,hard,D4096
DBP1,5119,6494,0.14523,0.145185,hard,D4096
DBP1,4734,3457,-0.067915,-0.06788,hard,D4096
DBP1,4176,1205,0.19444499999999998,0.19472499999999998,hard,D4096
DBP1,3669,5023,-0.024055,-0.024015,hard,D4096
DBP1,3669,4520,-0.024055,-0.02408,hard,D4096
DBP1,2237,4515,-0.048075,-0.04804,hard,D4096
DBP1,2237,7162,-0.048075,-0.048085,hard,D4096
DBP1,3100,6426,-0.15072,-0.15058,hard,D4096
DBP1,1313,3606,0.026955,0.02698,hard,D4096
DBP1,5771,3035,0.019255,0.019225,hard,D4096
DBP1,366,1260,0.0027550000000000005,0.002744999999999999,hard,D4096
DBP1,7516,6662,-0.086315,-0.08632500000000001,hard,D4096
DBP1,7406,7491,0.03592,0.035925,hard,D4096
DBP1,8023,3885,0.012100000000000003,0.012135,hard,D4096
DBP1,8023,3498,0.012100000000000003,0.012004999999999998,hard,D4096
DBP1,364,299,-0.00671,-0.006714999999999999,hard,D4096
DBP1,3811,5485,0.116965,0.11699,hard,D4096
DBP1,6986,5106,-0.074335,-0.07431,hard,D4096
DBP1,633,1842,-0.122255,-0.12237999999999999,hard,D4096
DBP1,6177,2789,0.052185,0.05214,hard,D4096
DBP1,5735,4508,0.09814,0.09815499999999999,hard,D4096
DBP1,5280,4502,-0.142705,-0.142785,hard,D4096
DBP1,3788,3358,0.20052999999999999,0.20056000000000002,hard,D4096
DBP1,4796,6662,-0.08637,-0.08632500000000001,hard,D4096
DBP1,2408,835,-0.062935,-0.06295500000000001,hard,D4096
DBP1,3687,7241,0.019720000000000005,0.01986,hard,D4096
DBP1,3687,5681,0.019720000000000005,0.019710000000000002,hard,D4096
DBP1,6976,3644,-0.086715,-0.08671,hard,D4096
DBP1,6976,1377,-0.086715,-0.086805,hard,D4096
DBP1,5470,7509,-0.114775,-0.114745,hard,D4096
DBP1,128,7151,-0.00689,-0.006929999999999999,hard,D4096
DBP1,1596,7315,-0.03887499999999999,-0.03888,hard,D4096
DBP1,6505,4276,0.0013200000000000017,0.0013350000000000002,hard,D4096
DBP1,2933,5444,0.28639,0.28659,hard,D4096
DBP1,7231,3813,0.18047,0.180565,hard,D4096
DBP1,7305,5047,0.00255,0.002564999999999998,hard,D4096
DBP1,7871,1020,0.039035,0.03904,hard,D4096
DBP1,4800,5776,0.031490000000000004,0.031505000000000005,hard,D4096
DBP1,8111,7260,-0.014759999999999999,-0.014735,hard,D4096
DBP1,7795,3929,-0.008895,-0.00885,hard,D4096
DBP1,3549,6089,0.05865000000000001,0.058675000000000005,hard,D4096
DBP1,1571,7380,-0.19435000000000002,-0.19401000000000002,hard,D4096
DBP1,6839,5961,-0.14344,-0.14333,hard,D4096
DBP1,5781,1138,-0.051155,-0.0511,hard,D4096
DBP1,1774,3265,-0.02029,-0.02023,hard,D4096
DBP1,8082,3613,-0.03093,-0.03092,hard,D4096
DBP1,528,1535,0.011470000000000001,0.011535000000000004,hard,D4096
DBP1,2918,2597,-0.092195,-0.09219,hard,D4096
DBP1,2918,2960,-0.092195,-0.092225,hard,D4096
DBP1,4242,1697,0.06315,0.06318,hard,D4096
DBP1,4242,6240,0.06315,0.06311,hard,D4096
DBP1,1240,4522,-0.10260999999999999,-0.102605,hard,D4096
DBP1,2302,5109,-0.070645,-0.070685,hard,D4096
DBP1,6848,3820,0.288325,0.287195,hard,D4096
DBP1,2645,4636,0.075475,0.07556,hard,D4096
DBP1,3059,1979,-0.0174,-0.01739,hard,D4096
DBP1,6971,5546,-0.075495,-0.075525,hard,D4096
DBP1,3246,7435,0.025890000000000003,0.02592,hard,D4096
DBP1,6926,2084,-0.075665,-0.07566,hard,D4096
DBP1,6049,5371,-0.07525000000000001,-0.075265,hard,D4096
DBP1,5351,6362,0.04022,0.04026,hard,D4096
DBP1,1083,2722,0.12359999999999999,0.12366,hard,D4096
DBP1,678,7738,0.08598,0.085985,hard,D4096
DBP1,678,7154,0.08598,0.08596500000000001,hard,D4096
DBP1,6836,2417,-0.12671,-0.126705,hard,D4096
DBP1,6357,3738,0.17806,0.178145,hard,D4096
DBP1,6357,1905,0.17806,0.17788500000000002,hard,D4096
DBP1,3272,7159,0.023015,0.023065000000000002,hard,D4096
DBP1,3272,6406,0.023015,0.022955,hard,D4096
DBP1,4898,7095,-0.09853,-0.0985,hard,D4096
DBP1,7974,4478,0.03355,0.033545,hard,D4096
DBP1,4095,2371,0.04075,0.04076,hard,D4096
DBP1,5756,1428,0.042534999999999996,0.042665,hard,D4096
DBP1,2533,8175,0.091145,0.09103,hard,D4096
DBP1,1215,3909,0.29574,0.29612,hard,D4096
DBP1,2299,1258,-0.042585000000000005,-0.04257,hard,D4096
DBP1,6277,1777,0.090755,0.090795,hard,D4096
DBP1,13,1269,-0.012165000000000002,-0.012114999999999999,hard,D4096
DBP1,13,5022,-0.012165000000000002,-0.012195000000000001,hard,D4096
DBP1,3148,1226,0.126185,0.12632500000000002,hard,D4096
DBP1,465,6511,0.025165,0.025105,hard,D4096
DBP1,4963,4010,-0.019469999999999998,-0.019429999999999996,hard,D4096
DBP1,3238,7104,-0.04167,-0.04163,hard,D4096
DBP1,1076,2130,0.142735,0.142595,hard,D4096
DBP1,958,6320,-0.064305,-0.064295,hard,D4096
DBP1,5801,2285,-0.260055,-0.2524,hard,D4096
DBP1,7278,7191,-0.10547500000000001,-0.10547999999999999,hard,D4096
DBP1,6346,7869,0.06037,0.060435,hard,D4096
DBP1,6346,7114,0.06037,0.060365,hard,D4096
DBP1,1351,3735,0.020595000000000002,0.020590000000000004,hard,D4096
DBP1,3907,6429,0.09091,0.09101000000000001,hard,D4096
DBP1,5904,6137,-0.023425,-0.023375,hard,D4096
DBP1,6860,5053,0.026305000000000002,0.02633,hard,D4096
DBP1,6726,3774,-0.017095,-0.017025,hard,D4096
DBP1,6726,6707,-0.017095,-0.017115,hard,D4096
DBP1,5021,8087,0.08845,0.088495,hard,D4096
DBP1,1252,2728,0.007349999999999999,0.007365,hard,D4096
DBP1,1637,7199,0.076595,0.076685,hard,D4096
DBP1,3800,2458,0.059765000000000006,0.05981,hard,D4096
DBP1,3800,1104,0.059765000000000006,0.05974499999999999,hard,D4096
DBP1,3322,946,0.07445,0.07449,hard,D4096
DBP1,3322,45,0.07445,0.07429,hard,D4096
DBP1,5876,3808,0.020139999999999998,0.02006,hard,D4096
DBP1,5016,5167,-0.225085,-0.22471,hard,D4096
DBP1,5016,6857,-0.225085,-0.22510000000000002,hard,D4096
DBP1,566,4521,-0.10624,-0.10622,hard,D4096
DBP1,7592,8074,-0.0075650000000000005,-0.007554999999999999,hard,D4096
DBP1,7975,5135,-0.075045,-0.07504000000000001,hard,D4096
DBP1,1624,7613,0.076955,0.07697,hard,D4096
DBP1,1624,3581,0.076955,0.076855,hard,D4096
DBP1,5745,6575,-0.004654999999999999,-0.004639999999999998,hard,D4096
DBP1,1193,7408,0.09229000000000001,0.092445,hard,D4096
DBP1,6660,4103,-0.0023499999999999997,-0.002315000000000001,hard,D4096
DBP1,6660,1395,-0.0023499999999999997,-0.0023700000000000006,hard,D4096
DBP1,3057,3830,0.10543,0.10544,hard,D4096
DBP1,7338,7402,-0.09886,-0.09884499999999999,hard,D4096
DBP1,7338,6213,-0.09886,-0.09889,hard,D4096
DBP1,5807,5039,-0.06951,-0.06948499999999999,hard,D4096
DBP1,187,5231,0.148505,0.148515,hard,D4096
DBP1,8038,846,-0.003814999999999999,-0.00375,hard,D4096
DBP1,4138,535,-0.10351,-0.10355,hard,D4096
DBP1,3915,1228,0.13524,0.135295,hard,D4096
DBP1,4675,6384,0.10464,0.10468,hard,D4096
DBP1,4675,2988,0.10464,0.10446,hard,D4096
DBP1,2673,6405,0.018645000000000002,0.018654999999999998,hard,D4096
DBP1,2673,3858,0.018645000000000002,0.01864,hard,D4096
DBP1,1027,7838,0.05396,0.053864999999999996,hard,D4096
DBP1,2705,2604,0.032305,0.032425,hard,D4096
DBP1,2705,7589,0.032305,0.03228,hard,D4096
DBP1,3517,7875,0.03791,0.0379,hard,D4096
DBP1,7496,5210,0.036270000000000004,0.036289999999999996,hard,D4096
DBP1,5160,4027,0.017529999999999997,0.017555,hard,D4096
DBP1,7965,3249,-0.00698,-0.0069700000000000005,hard,D4096
DBP1,3637,2829,-0.022115000000000003,-0.02202,hard,D4096
DBP1,3768,6120,-0.16505,-0.164715,hard,D4096
DBP1,3768,6824,-0.16505,-0.16516,hard,D4096
DBP1,5976,4560,-0.009295000000000001,-0.009349999999999999,hard,D4096
DBP1,7542,3469,-0.092755,-0.09272,hard,D4096
DBP1,6489,2209,-0.12301499999999999,-0.12299,hard,D4096
DBP1,8148,7354,0.47799,0.48097,hard,D4096
DBP1,3239,4907,0.02404,0.024030000000000003,hard,D4096
DBP1,2433,3468,-0.15684499999999998,-0.156815,hard,D4096
DBP1,2433,1372,-0.15684499999999998,-0.15698,hard,D4096
DBP1,3035,6428,0.019225,0.019209999999999998,hard,D4096
DBP1,6713,4527,0.121985,0.12201999999999999,hard,D4096
DBP1,6713,4222,0.121985,0.12195500000000001,hard,D4096
DBP1,7441,903,-0.078545,-0.07852,hard,D4096
DBP1,7441,3982,-0.078545,-0.07862,hard,D4096
DBP1,3159,1598,0.08236500000000001,0.082345,hard,D4096
DBP1,7013,3977,0.01886,0.018895,hard,D4096
DBP1,2689,5131,-0.035100000000000006,-0.035070000000000004,hard,D4096
DBP1,8127,6931,0.367275,0.367485,hard,D4096
DBP1,3758,6226,-0.09423999999999999,-0.09421,hard,D4096
DBP1,3231,3296,0.13037,0.13039499999999998,hard,D4096
DBP1,3231,4615,0.13037,0.1301,hard,D4096
DBP1,6335,4439,-0.013125000000000001,-0.01312,hard,D4096
DBP1,6335,1883,-0.013125000000000001,-0.01317,hard,D4096
DBP1,43,5833,-0.06293499999999999,-0.06293,hard,D4096
DBP1,2003,4674,-0.009505,-0.009600000000000001,hard,D4096
DBP1,7650,7577,-0.084215,-0.084235,hard,D4096
DBP1,538,4363,-0.09074,-0.090615,hard,D4096
DBP1,5082,4752,-0.12669,-0.12661,hard,D4096
DBP1,95,6248,-0.00869,-0.008645,hard,D4096
DBP1,5545,386,-0.04121,-0.041195,hard,D4096
DBP1,2005,4974,0.12242,0.122395,hard,D4096
DBP1,6754,6129,0.0838,0.08382,hard,D4096
DBP1,5294,7822,-0.04961,-0.049574999999999994,hard,D4096
DBP1,7212,4731,-0.201385,-0.20129999999999998,hard,D4096
DBP1,818,2551,-0.060165,-0.060160000000000005,hard,D4096
DBP1,7035,2803,0.01567,0.015695,hard,D4096
DBP1,318,5282,-0.10319,-0.1032,hard,D4096
DBP1,3339,107,-0.082175,-0.08218,hard,D4096
DBP1,5968,6958,-0.25076,-0.25072,hard,D4096
DBP1,2920,2484,-0.017294999999999998,-0.017314999999999997,hard,D4096
DBP1,5226,5085,-0.028175,-0.028159999999999998,hard,D4096
DBP1,2785,2978,0.042105,0.04215,hard,D4096
DBP1,2785,5780,0.042105,0.042075,hard,D4096
DBP1,8142,3626,0.013735,0.013755,hard,D4096
DBP1,122,6615,-0.055014999999999994,-0.054915,hard,D4096
DBP1,7708,3256,0.084595,0.084655,hard,D4096
DBP1,7708,4236,0.084595,0.084575,hard,D4096
DBP1,6148,1786,-0.041135000000000005,-0.041084999999999997,hard,D4096
DBP1,2535,7309,0.021144999999999997,0.021150000000000002,hard,D4096
DBP1,7288,7834,0.022895000000000002,0.022844999999999997,hard,D4096
DBP1,6029,1178,0.09598999999999999,0.096055,hard,D4096
DBP1,878,3605,-0.008050000000000002,-0.008145,hard,D4096
DBP1,5592,915,-0.07196,-0.072015,hard,D4096
DBP1,6862,6688,-0.10337500000000001,-0.10336000000000001,hard,D4096
DBP1,563,1446,-0.027585,-0.027555000000000003,hard,D4096
DBP1,5983,4674,-0.00963,-0.009600000000000001,hard,D4096
DBP1,5483,3437,0.043545,0.04355,hard,D4096
DBP1,2386,2202,-0.10691,-0.10689,hard,D4096
DBP1,5881,6759,-0.16286,-0.162835,hard,D4096
DBP1,5881,4343,-0.16286,-0.162945,hard,D4096
DBP1,1181,8040,0.099715,0.09974,hard,D4096
DBP1,4797,405,-0.04097,-0.04096,hard,D4096
DBP1,4797,3648,-0.04097,-0.041014999999999996,hard,D4096
DBP1,4655,4229,-0.04285,-0.042845,hard,D4096
DBP1,6360,3146,0.12260499999999999,0.12262,hard,D4096
DBP1,3357,6631,0.02758,0.027595,hard,D4096
DBP1,3259,1766,-0.098805,-0.098755,hard,D4096
DBP1,5824,4253,-0.11859,-0.118465,hard,D4096
DBP1,7285,6682,-0.020184999999999998,-0.020165,hard,D4096
DBP1,1664,6084,0.04676,0.046725,hard,D4096
DBP1,3292,8173,0.093865,0.09389,hard,D4096
DBP1,2127,3346,0.153505,0.153425,hard,D4096
DBP1,8134,6993,-0.14942,-0.149415,hard,D4096
DBP1,4938,1473,-0.12836,-0.128225,hard,D4096
DBP1,4938,96,-0.12836,-0.12849,hard,D4096
DBP1,7376,3934,0.10416,0.104185,hard,D4096
DBP1,6502,6003,0.019584999999999998,0.019605,hard,D4096
DBP1,6502,2478,0.019584999999999998,0.019569999999999997,hard,D4096
DBP1,5196,1953,-0.197255,-0.197215,hard,D4096
DBP1,6555,5254,-0.23512,-0.23431,hard,D4096
DBP1,3411,3402,0.07935500000000001,0.079305,hard,D4096
DBP1,7588,1609,0.050815,0.050835,hard,D4096
DBP1,4946,3514,0.03959,0.039619999999999995,hard,D4096
DBP1,7368,486,-0.039345,-0.03934,hard,D4096
DBP1,7368,4234,-0.039345,-0.039354999999999994,hard,D4096
DBP1,6984,6275,0.053485,0.053535,hard,D4096
DBP1,2224,1474,-0.14426,-0.14394,hard,D4096
DBP1,3932,3344,0.12125999999999999,0.12131000000000002,hard,D4096
DBP1,3932,1677,0.12125999999999999,0.121255,hard,D4096
DBP1,5565,3874,0.02733,0.027354999999999997,hard,D4096
DBP1,1800,3012,-0.011305,-0.011314999999999999,hard,D4096
DBP1,6939,3333,-0.14203,-0.14202499999999998,hard,D4096
DBP1,2832,6718,0.124895,0.12513000000000002,hard,D4096
DBP1,2832,2560,0.124895,0.124575,hard,D4096
DBP1,5609,1754,0.069505,0.06952,hard,D4096
DBP1,5511,5372,-0.078255,-0.078235,hard,D4096
DBP1,5836,517,-0.124945,-0.124885,hard,D4096
DBP1,5836,246,-0.124945,-0.12498500000000001,hard,D4096
DBP1,3053,1275,0.086575,0.08657999999999999,hard,D4096
DBP1,5118,2903,-0.06721,-0.0672,hard,D4096
DBP1,5118,6648,-0.06721,-0.067225,hard,D4096
DBP1,3479,1817,-0.12468000000000001,-0.124665,hard,D4096
DBP1,4194,4468,0.060025,0.06006500000000001,hard,D4096
DBP1,8042,6118,0.042845,0.04285,hard,D4096
DBP1,1554,4606,-0.12602000000000002,-0.125965,hard,D4096
DBP1,102,6988,-0.079155,-0.079135,hard,D4096
DBP1,3044,4328,-0.039765,-0.039695,hard,D4096
DBP1,4760,4707,-0.11011,-0.109985,hard,D4096
DBP1,5816,1809,-0.179085,-0.17909,hard,D4096
DBP1,6001,7440,0.07097,0.071025,hard,D4096
DBP1,3527,7661,0.306735,0.30733,hard,D4096
DBP1,1441,3176,0.026809999999999997,0.026819999999999997,hard,D4096
DBP1,606,2420,-0.11299999999999999,-0.11299,hard,D4096
DBP1,307,3908,0.03648,0.03647,hard,D4096
DBP1,4729,5123,-0.16415000000000002,-0.164155,hard,D4096
DBP1,8014,2038,-0.03449,-0.03447,hard,D4096
DBP1,5515,2283,-0.063055,-0.063015,hard,D4096
DBP1,3839,3429,0.08741,0.08734,hard,D4096
DBP1,7552,4811,0.359875,0.35363,hard,D4096
DBP1,570,449,-0.00775,-0.007744999999999995,hard,D4096
DBP1,960,7261,-0.081735,-0.08169499999999999,hard,D4096
DBP1,6790,5648,0.073465,0.073505,hard,D4096
DBP1,1127,3494,0.05802499999999999,0.058034999999999996,hard,D4096
DBP1,7996,1634,-0.044315,-0.04426,hard,D4096
DBP1,7996,7846,-0.044315,-0.04435,hard,D4096
DBP1,3556,1668,-0.039415,-0.039355,hard,D4096
DBP1,6298,2848,0.17867,0.178885,hard,D4096
DBP3,2555,4606,0.058685,-0.08091,easy,D4096
DBP3,1237,6753,0.06687,-0.07564,easy,D4096
DBP3,7983,443,0.0842,-0.06606999999999999,easy,D4096
DBP3,3681,5899,-0.049,0.13554,easy,D4096
DBP3,1561,215,0.09196,-0.06216000000000001,easy,D4096
DBP3,1216,6784,0.05898,-0.08052000000000001,easy,D4096
DBP3,7282,292,0.055365,-0.083995,easy,D4096
DBP3,7869,4195,-0.067235,0.08280499999999999,easy,D4096
DBP3,7435,7338,0.008035,-0.130525,easy,D4096
DBP3,2341,896,-0.180525,-0.014395000000000002,easy,D4096
DBP3,7381,1594,-0.07980000000000001,0.059875,easy,D4096
DBP3,3742,4260,0.01807,-0.117385,easy,D4096
DBP3,5843,3564,0.02783,-0.10543,easy,D4096
DBP3,7237,6419,0.168315,-0.042525,easy,D4096
DBP3,3209,4653,-0.08724499999999999,0.050815,easy,D4096
DBP3,5168,3313,-0.010245,-0.169205,easy,D4096
DBP3,3940,2148,0.1353,-0.04900499999999999,easy,D4096
DBP3,5647,5327,-0.009439999999999999,-0.163695,easy,D4096
DBP3,1287,2480,0.004285,-0.135395,easy,D4096
DBP3,6879,1288,-0.169045,-0.010199999999999997,easy,D4096
DBP3,1619,6969,-0.072605,0.0727,easy,D4096
DBP3,649,8031,-0.14941,-0.003974999999999999,easy,D4096
DBP3,3704,851,0.125165,-0.051135,easy,D4096
DBP3,3829,5572,0.19501,-0.039385,easy,D4096
DBP3,7117,1026,-0.100515,0.03204,easy,D4096
DBP3,6695,5355,-0.01406,-0.179655,easy,D4096
DBP3,134,1273,-0.068975,0.0798,easy,D4096
DBP3,4484,4077,-0.07127,0.07594500000000001,easy,D4096
DBP3,1603,4082,-0.005150000000000002,-0.15277000000000002,easy,D4096
DBP3,2505,7129,-0.021845,-0.263035,easy,D4096
DBP3,4458,27,-0.07714,0.06417500000000001,easy,D4096
DBP3,4526,980,0.05178,-0.08662,easy,D4096
DBP3,2435,6954,-0.136295,0.0031899999999999997,easy,D4096
DBP3,7395,2508,-0.130135,0.008265000000000002,easy,D4096
DBP3,4097,2633,-0.0278,0.4663,easy,D4096
DBP3,8054,281,0.07414000000000001,-0.072155,easy,D4096
DBP3,6397,577,-0.07468999999999999,0.06887499999999999,easy,D4096
DBP3,8141,5982,-0.191275,-0.016920000000000004,easy,D4096
DBP3,7735,5587,0.047435000000000005,-0.08945499999999999,easy,D4096
DBP3,6436,4247,-0.123155,0.012869999999999996,easy,D4096
DBP3,2758,3495,-0.005035000000000005,-0.151965,easy,D4096
DBP3,615,2696,-0.133675,0.005215000000000004,easy,D4096
DBP3,1951,5056,-0.10469500000000001,0.028329999999999998,easy,D4096
DBP3,7688,5321,-0.005355,-0.15332500000000002,easy,D4096
DBP3,6357,6243,0.246365,-0.034254999999999994,easy,D4096
DBP3,6002,6945,-0.022025000000000003,-0.27376,easy,D4096
DBP3,7820,969,-0.15652,-0.006429999999999998,easy,D4096
DBP3,1496,4934,0.026109999999999998,-0.107475,easy,D4096
DBP3,1435,2863,0.046575000000000005,-0.09018499999999999,easy,D4096
DBP3,3454,4510,0.063385,-0.07776,easy,D4096
DBP3,8017,7002,-0.11569,0.019209999999999998,easy,D4096
DBP3,2913,4189,-0.17515999999999998,-0.01244,easy,D4096
DBP3,7569,1368,0.10566500000000001,-0.056549999999999996,easy,D4096
DBP3,1350,5049,0.0063,-0.13237,easy,D4096
DBP3,451,832,-0.20163999999999999,-0.019155,easy,D4096
DBP3,1218,4224,0.105335,-0.05656,easy,D4096
DBP3,4178,1752,-0.0562,0.10667499999999999,easy,D4096
DBP3,3977,7900,0.008310000000000001,-0.130095,easy,D4096
DBP3,7165,7657,-0.035995,0.220865,easy,D4096
DBP3,4994,3910,-0.03786,0.20553,easy,D4096
DBP3,3426,476,0.109635,-0.055465,easy,D4096
DBP3,5159,6377,-0.08729500000000001,0.050735,easy,D4096
DBP3,671,590,0.035855,-0.097385,easy,D4096
DBP3,1118,2213,0.151565,-0.045915000000000004,easy,D4096
DBP3,357,247,-0.120765,0.014870000000000001,easy,D4096
DBP3,46,5179,0.16575,-0.04297,easy,D4096
DBP3,1544,6346,-0.059730000000000005,0.097905,easy,D4096
DBP3,144,8129,-0.12812,0.009424999999999996,easy,D4096
DBP3,1832,7571,-0.033580000000000006,0.26021,easy,D4096
DBP3,4592,4064,0.015755,-0.119685,easy,D4096
DBP3,7398,4714,0.098895,-0.059539999999999996,easy,D4096
DBP3,4986,3978,0.07406,-0.07226,easy,D4096
DBP3,3696,5743,-0.086985,0.051155,easy,D4096
DBP3,2383,4750,-0.145535,-0.0021849999999999994,easy,D4096
DBP3,4568,7777,-0.12111,0.01455,easy,D4096
DBP3,2562,2287,0.07248,-0.07283,easy,D4096
DBP3,5918,1670,-0.041755,0.17524499999999998,easy,D4096
DBP3,4337,7443,0.020685,-0.11396500000000001,easy,D4096
DBP3,6649,5127,-0.01963,-0.20772000000000002,easy,D4096
DBP3,3027,3036,0.02809,-0.105095,easy,D4096
DBP3,778,6030,-0.19357000000000002,-0.017345,easy,D4096
DBP3,7433,5776,-0.06363,0.089425,easy,D4096
DBP3,7925,3347,0.237115,-0.03494,easy,D4096
DBP3,398,5083,0.012654999999999993,-0.12362999999999999,easy,D4096
DBP3,7858,8096,-0.100895,0.031785,easy,D4096
DBP3,3642,720,-0.036455,0.21692,easy,D4096
